id,prediction
1250fe6ab2501ae4,0.967391304347826
4fbab755bfcf465f,0.1956521739130435
4d6304cc98b81a8c,0.16304347826086957
a809b19c92e9daf4,0.7608695652173914
3ccad1bf7f44c589,0.9130434782608695
7795a06aa5cbe430,0.8586956521739131
28af0871a0681c07,0.391304347826087
9280b1e7072fdc13,0.2826086956521739
6bf69513bef4c0c2,0.782608695652174
f7fd604f6e07b199,0.29347826086956524
d8b4c33e8608d08d,0.8043478260869565
2e7153c0ccd7d034,0.11956521739130435
d0eb9c54bc3a37cd,0.7391304347826086
6c01fc2521a95590,0.043478260869565216
ffabbfb8b90f312b,0.22826086956521738
60116f1c52120a24,0.17391304347826086
7a59318e34aa61eb,0.09782608695652174
5ad7a6704a597906,0.9891304347826086
c5d1c3cdf2251742,0.5543478260869565
bcf0cae14588a6b6,0.8152173913043478
eff3cde2a6bfa7cd,1.0
f5f9223e61004908,0.10869565217391304
7dbf422a00b5b453,0.9782608695652174
2e18f7fa801b66b5,0.358695652173913
27c2d6c675b7d6fe,0.8369565217391305
d735b9ea8ab0c1f1,0.5
a1dbdf2a82551998,0.33695652173913043
e326a8ca1387b8b4,0.06521739130434782
83d81a13ab44b0ec,0.42391304347826086
e423d691f0bef087,0.532608695652174
b8449f8465f841f8,0.07608695652173914
396fcfbf8ca3938b,0.5108695652173914
a4f54ed36b6f2532,0.43478260869565216
f5f7749edea24aaf,0.4891304347826087
6031d7a0e5f7cbe9,0.21739130434782608
cbed1fe352738635,0.9021739130434783
43d032f08cafd06c,0.2608695652173913
398b454c07c94453,0.7065217391304348
98e58f51f46d41c8,0.20652173913043478
35e3b38a2c4c061d,0.3695652173913043
f669fed0d7b2be69,0.14130434782608695
4343a3198ad18f94,0.7717391304347826
286dcaceaf14195c,0.15217391304347827
6d31943d73e557f0,0.9565217391304348
96fc1ab78fbc38bb,0.45652173913043476
9105e809298e7b66,0.8804347826086957
98689fbe16c8c5d8,0.6956521739130435
4119e6b9a996dc39,0.8478260869565217
0434d0e1d924225e,0.2717391304347826
add066c1ca678e3e,0.31521739130434784
8266bcf55befe5e7,0.5869565217391305
e127c97a40366419,0.7934782608695652
fcac887caa93157c,0.6195652173913043
ed36fd7023c90b88,0.9456521739130435
9a560ae1581e2d49,0.6847826086956522
dac65e9b0fd31a16,0.5978260869565217
aadd3b506a3dfc07,0.40217391304347827
5a9d379bfeb3c193,0.5652173913043478
1e39a79971888dc9,0.3804347826086957
9152c1406588aead,0.08695652173913043
f29b35ce10a05b93,0.021739130434782608
2761fd374af3c006,0.717391304347826
f23d8ab48166bf67,0.4782608695652174
fc37a809cbb43ae4,0.4673913043478261
e49cf9ccb8e9144a,0.6521739130434783
33b959d6d918c8e2,0.25
0bff758ad8e741c0,0.5217391304347826
5a1b5492b76a5a20,0.32608695652173914
d2d81b425df0fccf,0.03260869565217391
368171c5e027b715,0.34782608695652173
344ed5be6f49ac1b,0.5434782608695652
b7fcc52840ebb5c7,0.13043478260869565
15d774f2052ed5d5,0.8260869565217391
8a5c75670c7f1066,0.30434782608695654
90a2c6cc0f287a4f,0.44565217391304346
d01d2cbf118f0d06,0.010869565217391304
4dd46f0d95f3f61b,0.05434782608695652
49cc7830d5417d02,0.9239130434782609
08000b54456bf6df,0.75
0c7627d3c7257a25,0.6304347826086957
a6a0dca26d222c55,0.9347826086956522
8dcc49d22bac1c2c,0.8695652173913043
e2b27d8e249cf277,0.8913043478260869
cfa33f937eade2dc,0.2391304347826087
c420c831eeaf6200,0.6739130434782609
140901dc450b5bd4,0.6413043478260869
c46ab2eb15de5bcf,0.5760869565217391
cceb81a2b5e42046,0.7282608695652174
6da4322f19f9fd60,0.6630434782608695
797c1918def91dfc,0.18478260869565216
0497842424b34377,0.6086956521739131
6cc497d556ccdaea,0.41304347826086957
bf896477a64a7ddc,0.43478260869565216
26d69236552de05c,0.9891304347826086
95699fc630369940,0.8369565217391305
8a2860c22b1614d3,0.13043478260869565
b6bddfbfd68c6c57,0.16304347826086957
1ac3d3c51700e6ee,0.11956521739130435
780832978c54ba4b,0.6195652173913043
67da8bf5ddfae55b,0.06521739130434782
a5a32c166bd1541c,0.4891304347826087
10d1c1c5c86de101,0.32608695652173914
b2cdc4158b134798,0.2826086956521739
ce12535cef086afc,0.22826086956521738
df27746f33913448,0.09782608695652174
438b67056da2823c,0.2391304347826087
