id,prediction
048f57e75f98c212,0.4833511962678919
cfe3936f187df973,0.5082226890772839
213c8a9400c228a6,0.4399906590755055
1d1faf47842b4f8f,0.49884016966625766
fad91bf6da232450,0.5058200618376045
b9b9e333ae9b1d7e,0.5219108843870509
952fae59bc8e233a,0.5078656759868981
f1bbd1b4eb8ccb8f,0.532449061765402
1ec7ea48f2d6c576,0.5144089359250051
ecc757ebc1a35c4f,0.470248348878165
af4ea2f291f887a9,0.5080106051336785
23b8a30b56b3a3a4,0.4823421664757723
124d464d3d8bd9ca,0.46429741053612217
762601ac26054a49,0.5740805106103373
7c2463aea5f6ccda,0.5022685160469426
24c9f43210bb951c,0.5047676019317995
44aa00284dae70db,0.49979515127936036
aa0cefc11ee7fbc2,0.6046191179810981
84b0fd86cc914ea0,0.5863028533658015
d5069a03ac1d1db2,0.48245910997877384
347d845436440320,0.47441454315589904
c1d35b4afd08968f,0.4771449440106179
0afe2b3a894a8653,0.6518940687363814
f7dcc2d4d02dbd30,0.6316523440818276
706fd1a233515080,0.46863280301543586
50b0ebff63cd9a66,0.49292130106204657
e836aa3ac3daa3fb,0.46464937486305724
e5e86e22e8859301,0.5988193224372409
65659ffee1a966d1,0.5640836586902567
50827d3655355119,0.5096008752311745
29788eddc0fda6fa,0.45200033325421696
42b47b8dd0a5e7a4,0.47968472186697764
24a23c87f00e565b,0.5110642279937911
61acfef2e172dd8f,0.4945446274619699
357fb8c5b2736297,0.4792612643797767
b42fe7c66731bec9,0.4935212734429246
d4d88d63638c0856,0.5070118962828349
83cae071cf7485c7,0.4870852351626962
6213cdbdc5cd7eca,0.49857376352747407
01d24a8d1d79209a,0.46512281924885424
769dc53355daf48a,0.5930981918397595
944c03f1532a64e5,0.45357903967008073
32e8bd8f0492457d,0.5130395632373328
e471b5bd2d7d7123,0.5050868664699804
68b4947983382f4a,0.5166860725276923
9bf4fba0cd45f0c8,0.4986909653815026
e462481fb9a74438,0.47786936736769947
89aab896cfa8612f,0.5131470914456091
12936c178485af58,0.46044136814936776
cb3c0e29593d3cfd,0.4529829197487947
46d2cbb32dfb3848,0.4595096289019731
c89537a526a292c6,0.5103135070378453
a87127b1c012d802,0.5248832992391909
5ad76514a3540cfb,0.4610894792137221
ff66c68063d62831,0.5374213664144387
