id,prediction
cc9700ea556b8058,0.563970280260883
c2c0811c9f8068a5,0.5134863388633957
2ace2f3e7ef48072,0.5573697264727511
1ba95664a2d713a6,0.5186894383207092
c7ea704ac53e85a1,0.49132243160984057
304c4651cbb0c4d0,0.5107054674009872
e0e0d520edcfc1f7,0.472796539397222
503dbebb245d62d0,0.49586309311485643
d9b3285fc7fd4987,0.5268632837521828
338d4994ea834cfb,0.5545842346687857
9dc6b76947e70d08,0.5442766779452097
dafec43bb4eebe28,0.4724043529939428
b9c2b6cd5678e13f,0.4923212069567513
51779d6c7632c0c9,0.4881241365791654
56f0b6e1a3354860,0.5044319594299255
2647b794b24c6398,0.4710373050231267
d1ffb5097c95691f,0.47514872792553153
435cb1ac053cfc6a,0.4378543030456845
713aaffa39955b12,0.39090190302373184
3666e66f7683bafb,0.4889438084336337
69c4a516b1dce5bc,0.521733942739051
21b97b6eb487a054,0.40970342430548556
5397a31f166097b3,0.41474723588006146
7351f10c8be9ceb1,0.523905047406324
61832e398270e106,0.5193351783102913
8b3b529b4d9b2bf8,0.5743990280032604
2ff02af5ed1cb917,0.38992108396776715
a597867616717aeb,0.38734723279761696
63cd08e274daaa1d,0.5351558703126433
f3a60f824966462c,0.4764001798330406
24c4f798c69f3637,0.5230168115497661
a107ea315daa581a,0.5156281561882008
3e0abb39f8ed5b9a,0.509253290829421
e6ae85aa2a13e570,0.4980716210120353
6b101fbfd5432fd4,0.5182121561477365
4efebd4d43059390,0.5182737196716365
35443c8fa918679a,0.537177989962357
7fac965a5dd62d33,0.5267953092243205
57c6148f5ae2db05,0.5126353061776525
bb51053a105112ac,0.3598138171390697
5b0457bc05d74049,0.5157794480637836
e3301c34d6b1fe8c,0.4864211771661593
0055a2f7fd11c67a,0.490384860116049
bba2f453e6f2cd15,0.4765538763330074
bb56766c42346d80,0.48585500798791514
be3f927b0b558211,0.5505286929601692
7836489e08ec66aa,0.5275748316493194
cf82ccedbcd94c66,0.5316968415398623
f8b32c2b17d6cbfb,0.5551985492927816
94ac91e235060320,0.5562454837424773
5d698cff8308376f,0.44987254255195586
e50099442efc9b47,0.4901032541613134
e70c17ef426d5ea0,0.5786739924260218
3913786615e73878,0.49305386130162543
54ba25ab348f1903,0.5055833117040224
2fa59aeabc3c7330,0.5315850069800109
435783b4b55dd1fb,0.5233186648556969
6900e46c5ad6575d,0.4796447816371815
425693a12729f819,0.5393126606226046
fe418d7e7884cde7,0.42596253260419537
9ab29e15cc8e6fc6,0.4866503257500917
b11f88e300caca5f,0.5177932161419718
f6d533fd2bcfb58e,0.53013449140932
59aeec005fa2b961,0.45583724486045796
e1c1488cb9fca87a,0.48853356508082646
849d9ac87a18d176,0.5249683086129484
67fcd0a01fef6243,0.4760575776149787
72456803a1581458,0.4983498113724063
42e4b147610a3b8a,0.4637079713559531
b1ed6bb2c25382e1,0.525803220309474
80c3e5def4867703,0.4778943188551228
58af89b8ff31a6b7,0.48684354012218534
223920184ee9a1c1,0.4845823406906793
97fefe84ddd6a110,0.5089020404984612
df99dc10b90a72b3,0.47384279646609495
8efc798cc24ab10e,0.5173150485349667
5dd1259eb566a58e,0.557877058927285
b45833cb77bcebc6,0.535362955848977
7015ff4f1f556eda,0.46273246303530424
c5e359d5ce6557f0,0.5302053342629949
e110b34af2aee50d,0.500483156672326
8384b87bfa614ae6,0.5368917819357646
76610e28bd2d8394,0.5314983361122063
e225c176a1bf4173,0.5165787348735296
999e07aeb27ad11c,0.5202511851094292
e34a7bd2274e43a3,0.4064510780152776
daa936fb3b504932,0.45470671270083085
b3d80f3cf140de77,0.5187558815788924
06dd11d2760b83f0,0.5274081447884433
9c338ee63188f386,0.5421033357617451
bddd7222aa717be2,0.5635925269583595
08db0e39494e85f2,0.5181213640012378
00e57eaabf878311,0.5531010693607624
d9a2376b8436cf30,0.5160916267472896
1927ca7ae447adf6,0.49049883865606336
61eded9647e9664f,0.5152812563299166
f20bfc13c37b051b,0.4815784496319333
52366b34c55bd8c9,0.4920505534635372
77872e99a902f0b9,0.529359890138804
a65b9f36b4be13f1,0.5491481312777888
ef09a7357f747406,0.548221521639215
1414a1f19db2f210,0.4739807214762831
fefdb08bd3c2f91f,0.4935531331217671
f23e40c979c2a4d9,0.48982115413982674
7770e2e224a4d788,0.5099400424291008
7b3b2780064ceead,0.46462371399831115
86485f818cc4b914,0.48170219726518704
0cc3ad336529e287,0.43593016512410077
93312d57bb365f1d,0.4281333674506532
39d6c08ceb4f0e8a,0.4892564991270095
f4fcb0d4628a846e,0.5161518111626524
