id,prediction
4b507b7460fff470,0.45403592477728993
0828079eef287c9a,0.5033115998616834
4fb82db1ce90d21c,0.4625412043739111
8448a3620f26031e,0.49932335604208933
246847ad1ad7e6e7,0.5203585590585174
92c39aef6c2da118,0.5041831519290889
8b157791695466a7,0.46760778674549375
403b0021ad545e1b,0.4660143423913219
874b1061e6d96ea8,0.5422920262830633
4892aadcb914112a,0.4439577945195643
ff32b304cf1fa196,0.46901914005853684
249a464849f36138,0.5265802695270727
8cbc8daee76ea014,0.47282031746364184
3fc4d4989790956c,0.4949318064567454
af540d5f87f35ec3,0.47378516060755127
a4b59d8672f7f191,0.46197422275612054
cdeca6d01560a5a7,0.4823258706022495
2c630c3d9796869f,0.6459187487991838
78f08dfdea6794eb,0.636401097748519
e130174972f8387c,0.47393729964653364
0ef2e0b17c9de82a,0.48991201200211076
5f93d1571bb702e5,0.5999060799822383
1c809dc4c5a32c4f,0.6612435740395993
97a07f3efe667fbb,0.43696946809862025
0994f70e7dc0b0d6,0.5045260394232641
f3575ff1608222a1,0.45275276321486757
fb3ee95434ebd6f1,0.6216791149848998
9cf9695ee6e7c472,0.6571180173630409
4bbb0f5fd496cf1f,0.4825185899181589
a786e52f0e4b80bc,0.4978713847868734
f6064b0230e42137,0.46486772573282487
7c8ff27ca53c4407,0.4765803290307107
8c1e108efb1ec457,0.47410494168932016
bc1b8bb9cb51c731,0.47839994640615324
c297beb048a3f7ff,0.48478117749409755
bebdea6e3fdb595b,0.5008581503960295
a797110492813ed2,0.45707378763576256
f05f53c429f22761,0.4731196417049447
a487061471b7d042,0.49428143132898406
9abda37db46e38da,0.5959839190666291
a29cfa3812ff8fa9,0.47959719529714295
01ce631879ed254b,0.5066534091813801
4c965ff461ae1a58,0.48799486464956043
79d3af5c54b3d4d2,0.48365025460816224
c147186412660be9,0.5053587151646207
162c26a344d1c5c8,0.45959281666703067
8625d70e437d50e2,0.4891956687284529
90e5d7f9b726afe3,0.45156925332652476
54d57b2506064e01,0.4850838034794387
d81ecfdba514ab00,0.45873674936778186
23fdefb25e0e91ad,0.5541144726926133
408e2c19b42a9c30,0.5230430508076878
8ae0d678917f52fe,0.4730658751532153
9072ff31482408c0,0.5161752519407691
25c2ad104748a6eb,0.5184751565449366
0769eb920c87e23b,0.4739692245469007
68b678c6c34a0a62,0.4664679884873919
91e00c2917b83b0a,0.49944663726726235
9729b4cd312449b5,0.46315469994864866
835849fb7fd085ce,0.5459041042598882
8e1e00ee64d27c7c,0.5144426246094859
dfda69504f8780e0,0.48300742661334817
01646921c46a6c02,0.48704448657315447
d195dcd3ca4cccb8,0.5011878379994305
1cf06b57534aa127,0.4692029503761168
0c91b7b0c474c162,0.46882178442604805
f3b1dd4909b1ea54,0.5004811892564549
01900df1759c4343,0.5367525985430879
99afcfc97749396d,0.4773576088038156
d50ffa9d876622bb,0.5190211750910598
c3a536dbc052965e,0.533640809343128
b35253443e6c9292,0.4546470331611674
f467ab2e82d4ed11,0.4932457425833122
ae2efe9045a4f30b,0.5550224735558359
f9887d50f8fff135,0.4706256326248339
e1ec5770ef1fd49d,0.5073676963997027
abc28f539beaeefd,0.47432102256850683
87486e4b57754cf9,0.4510127919349267
0a9aa0334ca85df4,0.5583257580834086
9dbc145c50b85a28,0.49712176017135934
aab90b42b7957d16,0.492665995733208
432d2beddefc9f6a,0.44159799663105526
c71fb928f9df4e09,0.49517944833739125
766ac3fa11c499ce,0.5168750204242796
69d7659c4efaf9cb,0.49264998537591853
8b18fcf90bc01a41,0.6236485623073521
dfb38b31352217cd,0.5371655705589565
42c5403478f07485,0.4790944850274683
4d695429a69db49a,0.45565279489045873
405c1557f4129b0e,0.4613829982311337
1fb092b4607a0b53,0.46300780555802246
a48e2ba59564f30e,0.5036854476077974
f4bf1cd6625df4a1,0.46652391694818185
50f21b1db11079d2,0.49662737317217176
dc08b7dd5dee6e3d,0.5196164787047821
2dd4d42642c1684a,0.5038055284629279
b3fd92e20f06d1e2,0.4708829721213821
55e8762ec185f94e,0.4638754018707594
1c8057349ab49e5a,0.5368022007613013
83cb3b7db5477b13,0.44654015944837977
2052c4be52beaf5b,0.4557169895189792
ef97ef06413b9e87,0.5177340726851942
b7285e3efaeac636,0.468234267789289
084837d595467f47,0.5138206753778575
f6ce418e707df6d5,0.4746504650750143
49d9b0a9c348cbc7,0.4638151146878988
692b5617ed2338ec,0.48877185898069286
3a201e1269a69737,0.6320417979511936
4d0d3c41cadae175,0.6152154673627664
2f0d36998072f4f8,0.475232755808793
8a7fa674ccfabe73,0.4960239122048882
03d6483c0936a663,0.6017380940187588
b1498677eab1bfed,0.650389528317469
8e1fcff7d0d5c7b8,0.44848534964981956
15db09c128289143,0.5028032448303791
33fb06e0c763d740,0.4560832653218235
bc5ffa1b7733ac4a,0.61059402673272
25226d565909eceb,0.6603007367124987
5f0f111be2153248,0.48903983328927114
a98d02657b53a0dd,0.4988403087647073
1d79da0c2f517ef6,0.46438977795984826
65842618f79ca0e6,0.4780610491053362
933ae571c095966a,0.48169314661536555
ca2817fc68267409,0.480177918656014
08fe3f7327198d3e,0.4904448564173183
46c72acb0dedcc42,0.4981473461004692
a96234350122a106,0.4605190226100562
ab0293e685ef4452,0.4798616395002884
745dd994fa87efd0,0.5000595851774152
b1ab11661defb884,0.5910746817167086
94198e9d44b8dfa5,0.4772281567011848
3aef077cd149a3ee,0.5088646086704522
265a749223bf6f85,0.4913866035186957
41c2adf63edac056,0.49053018961448536
9c8b4ddd14192adc,0.4946260354638705
bff1084eea02bd55,0.46106113676893756
891489b41ad9e6d1,0.4914134256011362
99b253c444d35f66,0.4483110962699459
3bd810e422335aaf,0.4927820063041706
0a63afd6b65575ab,0.460711015389182
2bec8bc31d88b180,0.5483580170284874
5f8780cabbc62000,0.533572646988946
772d443f677264f0,0.47845647197845786
80f2130074660b20,0.5166606399466092
1f77662e41436c21,0.5193180369737124
3eb5a73cc1bb4bc4,0.47276386887017696
6dd107f50f1014fb,0.46586896036087744
62cdecf4d7913917,0.4983537047158496
6c0543b0fd8efc01,0.4602087323691971
cdc3e801bba3c935,0.5381680535769605
b2f712f6e6453d2e,0.512585561969648
e3caf48cdf018ecc,0.49834470631941696
637e987190c764dc,0.48595755091694604
56dca43e4da84ac3,0.4959229421985488
de831c4c392dbc0e,0.47393415496552016
15599e30d054df71,0.4748473884224116
33ab90a78774c37f,0.5053593864127472
9c820f9b65b96d62,0.5364355926332379
2c5577074310e330,0.476945312547727
52eee8bdbf8285c5,0.5132382549174945
386feaa0aec14810,0.5340912858113287
02a6377f133616cd,0.45566855156836494
8b290b57fc9cd783,0.48896175423584
9f0acb463c67124f,0.556779098573897
e716d1abe6a7bedf,0.4709688500851632
729e5914c2b6bb8a,0.502271283755753
6a47d84b4df92dbb,0.4763065826559163
59f45cedb1b0c466,0.44839793087631963
d8f467d2fbc8c79f,0.5518990197169988
b1f765cdd6992cea,0.49297320862569516
1ede8215e8ddc099,0.4956185292567502
dd1acf8e2247abfd,0.44083287775827773
7d6a3593e5780e83,0.5005674795280999
aeb9a8d69e332031,0.5175798824781808
afdb541f17c73b60,0.49476519534595975
df597e6825d3615d,0.6090537191077915
9b70a1335096af23,0.5405639513854934
9ba90c3a2d0bcefe,0.49132505391653747
323569bef3e2ab48,0.45410614237584
5947f74916405535,0.4684390998743999
54ea788b896f560a,0.4568042879663754
b9c7a33a93f208f4,0.5118007819041785
a831759393f4fa76,0.47076122274123045
c89dd41a3f7ae1c9,0.4889485551611833
1560d27f9f6d0cb8,0.51868752334398
5d45cf9e695e8ba2,0.5046417511525914
