id,prediction
4b507b7460fff470,0.5459640752227101
0828079eef287c9a,0.4966884001383166
4fb82db1ce90d21c,0.5374587956260889
8448a3620f26031e,0.5006766439579107
246847ad1ad7e6e7,0.47964144094148264
92c39aef6c2da118,0.4958168480709111
8b157791695466a7,0.5323922132545063
403b0021ad545e1b,0.5339856576086781
874b1061e6d96ea8,0.4577079737169367
4892aadcb914112a,0.5560422054804357
ff32b304cf1fa196,0.5309808599414632
249a464849f36138,0.4734197304729273
8cbc8daee76ea014,0.5271796825363582
3fc4d4989790956c,0.5050681935432546
af540d5f87f35ec3,0.5262148393924487
a4b59d8672f7f191,0.5380257772438795
cdeca6d01560a5a7,0.5176741293977505
2c630c3d9796869f,0.35408125120081624
78f08dfdea6794eb,0.36359890225148095
e130174972f8387c,0.5260627003534664
0ef2e0b17c9de82a,0.5100879879978892
5f93d1571bb702e5,0.4000939200177617
1c809dc4c5a32c4f,0.3387564259604007
97a07f3efe667fbb,0.5630305319013797
0994f70e7dc0b0d6,0.4954739605767359
f3575ff1608222a1,0.5472472367851324
fb3ee95434ebd6f1,0.3783208850151002
9cf9695ee6e7c472,0.3428819826369591
4bbb0f5fd496cf1f,0.5174814100818411
a786e52f0e4b80bc,0.5021286152131266
f6064b0230e42137,0.5351322742671751
7c8ff27ca53c4407,0.5234196709692893
8c1e108efb1ec457,0.5258950583106798
bc1b8bb9cb51c731,0.5216000535938468
c297beb048a3f7ff,0.5152188225059025
bebdea6e3fdb595b,0.49914184960397046
a797110492813ed2,0.5429262123642374
f05f53c429f22761,0.5268803582950553
a487061471b7d042,0.5057185686710159
9abda37db46e38da,0.40401608093337094
a29cfa3812ff8fa9,0.520402804702857
01ce631879ed254b,0.49334659081861987
4c965ff461ae1a58,0.5120051353504396
79d3af5c54b3d4d2,0.5163497453918378
c147186412660be9,0.4946412848353793
162c26a344d1c5c8,0.5404071833329693
8625d70e437d50e2,0.5108043312715471
90e5d7f9b726afe3,0.5484307466734752
54d57b2506064e01,0.5149161965205613
d81ecfdba514ab00,0.5412632506322181
23fdefb25e0e91ad,0.44588552730738673
408e2c19b42a9c30,0.47695694919231224
8ae0d678917f52fe,0.5269341248467847
9072ff31482408c0,0.4838247480592309
25c2ad104748a6eb,0.4815248434550634
0769eb920c87e23b,0.5260307754530993
68b678c6c34a0a62,0.5335320115126081
91e00c2917b83b0a,0.5005533627327377
9729b4cd312449b5,0.5368453000513513
835849fb7fd085ce,0.4540958957401118
8e1e00ee64d27c7c,0.48555737539051413
dfda69504f8780e0,0.5169925733866518
01646921c46a6c02,0.5129555134268455
d195dcd3ca4cccb8,0.49881216200056955
1cf06b57534aa127,0.5307970496238832
0c91b7b0c474c162,0.531178215573952
f3b1dd4909b1ea54,0.4995188107435451
01900df1759c4343,0.4632474014569121
99afcfc97749396d,0.5226423911961844
d50ffa9d876622bb,0.4809788249089402
c3a536dbc052965e,0.46635919065687204
b35253443e6c9292,0.5453529668388326
f467ab2e82d4ed11,0.5067542574166878
ae2efe9045a4f30b,0.4449775264441641
f9887d50f8fff135,0.5293743673751661
e1ec5770ef1fd49d,0.4926323036002973
abc28f539beaeefd,0.5256789774314932
87486e4b57754cf9,0.5489872080650733
0a9aa0334ca85df4,0.44167424191659144
9dbc145c50b85a28,0.5028782398286407
aab90b42b7957d16,0.507334004266792
432d2beddefc9f6a,0.5584020033689447
c71fb928f9df4e09,0.5048205516626088
766ac3fa11c499ce,0.4831249795757204
69d7659c4efaf9cb,0.5073500146240815
8b18fcf90bc01a41,0.3763514376926479
dfb38b31352217cd,0.46283442944104347
42c5403478f07485,0.5209055149725317
4d695429a69db49a,0.5443472051095413
405c1557f4129b0e,0.5386170017688663
1fb092b4607a0b53,0.5369921944419775
a48e2ba59564f30e,0.49631455239220257
f4bf1cd6625df4a1,0.5334760830518182
50f21b1db11079d2,0.5033726268278282
dc08b7dd5dee6e3d,0.4803835212952179
2dd4d42642c1684a,0.4961944715370721
b3fd92e20f06d1e2,0.5291170278786179
55e8762ec185f94e,0.5361245981292406
1c8057349ab49e5a,0.46319779923869875
83cb3b7db5477b13,0.5534598405516202
2052c4be52beaf5b,0.5442830104810208
ef97ef06413b9e87,0.4822659273148058
b7285e3efaeac636,0.531765732210711
084837d595467f47,0.48617932462214253
f6ce418e707df6d5,0.5253495349249857
49d9b0a9c348cbc7,0.5361848853121012
692b5617ed2338ec,0.5112281410193071
3a201e1269a69737,0.36795820204880636
4d0d3c41cadae175,0.38478453263723356
2f0d36998072f4f8,0.524767244191207
8a7fa674ccfabe73,0.5039760877951118
03d6483c0936a663,0.3982619059812412
b1498677eab1bfed,0.349610471682531
8e1fcff7d0d5c7b8,0.5515146503501804
15db09c128289143,0.4971967551696209
33fb06e0c763d740,0.5439167346781765
bc5ffa1b7733ac4a,0.38940597326728
25226d565909eceb,0.33969926328750133
5f0f111be2153248,0.5109601667107289
a98d02657b53a0dd,0.5011596912352927
1d79da0c2f517ef6,0.5356102220401517
65842618f79ca0e6,0.5219389508946638
933ae571c095966a,0.5183068533846344
ca2817fc68267409,0.519822081343986
08fe3f7327198d3e,0.5095551435826817
46c72acb0dedcc42,0.5018526538995308
a96234350122a106,0.5394809773899438
ab0293e685ef4452,0.5201383604997116
745dd994fa87efd0,0.4999404148225848
b1ab11661defb884,0.4089253182832914
94198e9d44b8dfa5,0.5227718432988152
3aef077cd149a3ee,0.49113539132954775
265a749223bf6f85,0.5086133964813043
41c2adf63edac056,0.5094698103855146
9c8b4ddd14192adc,0.5053739645361295
bff1084eea02bd55,0.5389388632310624
891489b41ad9e6d1,0.5085865743988638
99b253c444d35f66,0.5516889037300541
3bd810e422335aaf,0.5072179936958294
